Item_Outlet_Sales,Item_Outlet_Sales_Pred
1636.2440232435588,1838.1914711658912
1409.3559100050632,1271.3680308126955
710.594286492863,2284.7029171967165
2355.184955354296,2296.6610526068985
5857.916204534556,5107.305066245488
1853.2288274714376,1947.5826975157281
733.5982815649984,1302.5908600292419
2273.42515129144,2828.168289128153
1499.740110764301,1250.8683891686142
3203.582302454039,2809.3483180107773
1901.548072610488,1586.626731458672
1360.758086235969,1074.0889626305466
744.9346748295271,2661.009903693673
2041.9531209711415,1930.1781714572996
867.471557307703,428.45496180718465
2414.736770802414,2454.9047224333603
3269.559034829371,2927.657217054269
3048.9805957938925,3534.927854749362
2713.5056399831124,3252.9930152820843
562.2427628770585,1370.9444660189638
2786.000824164694,2204.5844947173473
3924.856591593203,3321.4982347421233
831.8399058444243,794.8881133397256
318.3393034093429,1377.965490713069
3121.905998862787,2650.538743606383
580.6462430952777,1943.3702641677191
815.210066066413,577.4049499994786
2718.87618919492,2521.0708677036137
3897.042618535064,3886.47247958127
1874.316479686572,1683.4519631919482
-96.64385607788104,-407.15237227218904
3049.284109715006,3673.0256301440477
689.2749655722507,1254.9415548040465
5592.184309831538,5010.121564002253
2723.229487961744,2313.134851939356
5413.003000746632,4840.584590013464
2157.518405054785,2709.8558650932
341.5660839850956,378.90844670445153
3259.4955439572213,2748.434575705283
2701.1506344628087,3175.7838216947684
2015.66384128678,2789.2714048440016
341.869597906209,399.3168101381973
2775.059564579519,2313.2660422174426
2022.63348064356,2835.0330801877185
591.7943178417229,1982.3473091836163
1764.2935128811316,1186.7548473695388
26.837140750941263,-925.5561267973485
3177.704674820911,2658.9954886850137
3951.1893072508337,3537.321539151061
1954.149045347755,1980.3093000335748
993.7743578580178,923.3244751435466
1695.745791143484,1118.3907989989593
3116.111173738492,2720.542367147201
1961.6510276290967,1710.4968806867935
5152.941637338897,4532.817880312091
3203.324449112535,3092.979651310718
3011.3304248969166,2509.4218088169882
748.026535153255,70.0050976501035
781.6130377630901,3143.8392191896164
1384.8268716490309,1334.1955928283517
2296.424048441467,2148.143252286993
3538.6851884293037,3243.5844694064162
3391.35344562084,3768.291744013364
1507.028501908644,1294.2933129391567
2338.395926834078,2143.4645858701165
2527.4680224824574,2947.7489122038014
2822.012198336963,2346.261196273544
3926.447828190733,4129.589433198948
3128.573363534761,2407.1274306866926
3714.888585571875,3264.71759596586
3101.381698758866,2949.414439883231
2824.0270200562445,3221.9650109549793
1742.3106624680718,2499.22350867719
3896.78476519356,3876.08206541319
3846.396978390967,3853.404031242338
2723.8518005028845,2598.138756406852
350.83203146269244,642.837103342029
2407.492641862576,2240.7325317070345
711.0246002225352,2720.41960386838
2233.177848997728,1815.995889479593
2464.255671168301,2231.615854734734
1415.8958322592953,2220.2314891225324
1575.3719271950351,1621.0549387988283
3204.601114597366,2600.778466731078
3012.9279533435447,2631.834754408558
1665.2587034272349,1638.0516199761887
3779.791000607581,3738.4514925560734
3767.281794723476,3722.488715419446
839.806041433578,395.3602594179257
684.5650847563459,2083.751897193631
2723.8518005028845,2562.8590883873185
5697.766655316815,4982.797503785341
2824.0270200562445,3200.684970178715
1380.3753044640898,2031.5146624336971
1889.0611148536968,1447.575901114068
824.3379235630825,895.1904387332736
2118.48282782194,2002.151925748668
2022.936994564673,2864.500193784157
3141.987569706884,2750.0023433730917
1251.0547900323154,818.4974938342921
2195.654258982894,3011.625789198244
1539.4076875762885,1318.3996961614237
2792.948515531382,2554.243589449841
1961.6510276290967,2111.154438345945
576.7224699352753,1946.0321808978238
5818.205427527832,5338.517478450211
744.9346748295271,2937.2882433538616
940.384974136738,983.220179844382
1522.1147036991808,2299.6374143194053
3641.7562553756175,4507.515537175858
416.1986563731039,1135.66895915749
3266.465183314001,2940.770434355092
174.76506880608238,-323.99286120838417
5857.916204534556,5039.411728076035
1525.3305383844058,1145.1885055776024
2737.256240286872,3234.5801458380756
1001.2763401393596,951.4303464648413
1448.742836761839,1072.0423722551498
1535.7853287508156,1400.438411875234
1782.0942415498623,1641.5763605532493
4780.751863431918,4321.801045410215
718.6450530389002,238.0291375874964
1421.6805076087855,1188.166243274732
1396.7430511432556,1393.8301239356454
3375.32356731629,3839.3896392965958
5152.941637338897,4552.9756334386275
1885.0523303192572,1788.3118015849436
666.4231700233422,1070.5447332430795
1459.0585402382706,2298.418561542896
1695.745791143484,1317.2568099009598
2801.089570463863,3403.6296408177186
1836.46014211643,1440.465039962512
1663.1420873094162,1551.3941877309646
246.1333094912808,62.808818603198006
1249.4416570523715,1125.2340025778456
370.5338068768895,1374.288459049098
673.3140641553814,1171.5484137721542
1212.5732786786314,1141.0256494684322
276.92316357539966,276.12434403802035
2357.543249824473,1843.134253081329
479.1034420053524,1623.1866432615407
733.116674677022,515.3656273963509
1539.149834234784,1602.341163709554
2001.3260947067447,1794.4228546387308
1445.7492930218475,1308.1841406720368
1844.202449009124,1804.1774554418985
2454.6696912215657,2184.3014065125044
5171.098688034205,4372.529424853058
1697.875662514674,1519.442847648933
1628.3112965216055,2407.560036334932
1845.468991848592,2023.7026348127758
3816.9917687352977,3692.817692275253
486.0475287011722,1363.7774637103098
3987.564156263283,3822.33983702015
2504.117951804169,2915.572871467435
2033.111463584676,1443.3762720397194
762.6619643705799,1382.790258908766
1082.6828067447022,1010.1844537903141
1300.0816635289634,1124.4609790303818
1040.8629904640557,925.3616490105842
2662.3880449566946,2169.7633635728653
3218.554556131044,2582.5212749354578
3858.8460332469817,3235.576174043804
3164.4078674152743,2933.603723779165
1205.0712963972896,1320.5766673744306
307.3482881710764,194.39277168829244
2371.284391986556,2907.743282857524
2792.2261409612047,2690.306679506568
2294.9297049339903,2255.9571015938336
510.1181863046192,1565.6955303400273
3171.051252512465,2823.715229374305
2662.3880449566946,2298.9598348883533
294.5017456695191,34.151279980157824
-87.28007999492799,-777.2558884116595
2366.642760552443,2088.0999394146625
3540.608873100795,4151.290856062936
3202.896727831236,3285.61936940312
4972.63653605245,4275.439518348699
1337.3517724664143,2141.16603785977
5882.493911171132,5187.07217654817
1665.2587034272349,1519.4773464875407
3275.004138172744,3498.393435627125
3958.691289532176,3667.757057135187
986.8047185012376,613.4138589291186
304.34881644334774,226.2553590035659
1809.6317528109064,1899.4599813837126
3320.272533867968,2892.9400814400065
3973.0056516910568,3410.6694730378426
3730.458276295049,3609.3033122605552
2832.6235826090297,2400.0162275448056
1661.3790799713656,1701.0130888295107
3612.3043198927658,4252.449244082902
2366.642760552443,2342.404812935725
610.0643035840809,2721.1761238515573
